,Recall,Country,Training Size
177,0.4754521963824289,eg,16384
178,0.46496815286624205,is,16384
179,0.602294921875,ee,16384
180,0.9951171875,mn,16384
181,0.5026486168334314,id,16384
182,0.695304347826087,no,16384
183,0.74755859375,md,16384
184,0.557861328125,by,16384
185,0.49208534067446663,in,16384
186,0.7643365424863959,bg,16384
187,0.5472273004265692,ae,16384
188,0.483154296875,rs,16384
189,0.602294921875,pl,16384
190,0.585693359375,ge,16384
191,0.603271484375,il,16384
192,0.5517826825127334,be,16384
193,0.4936868686868687,lu,16384
194,0.579345703125,gb,16384
195,0.7080384226491405,sk,16384
196,0.8317073170731707,do,16384
197,0.9816247582205029,mk,16384
198,0.5467967967967968,az,16384
199,0.6472007722007722,ie,16384
200,0.5622398789254635,me,16384
201,0.5887850467289719,tj,16384
202,0.79736328125,uz,16384
203,0.57847533632287,dk,16384
204,0.583251953125,lt,16384
205,0.7199762187871581,kr,16384
206,0.7470703125,it,16384
